,0
7685,0
7686,0
7687,1
7688,0
7689,1
7690,0
7691,1
7692,0
7693,0
7694,0
7695,1
7696,0
7697,0
7698,0
7699,1
7700,1
7701,1
7702,1
7703,0
7704,1
7705,1
7706,1
7707,1
7708,1
7709,0
7710,1
7711,1
7712,0
7713,0
7714,1
7715,0
7716,1
7717,1
7718,1
7719,1
7720,1
7721,0
7722,1
7723,1
7724,0
7725,1
7726,1
7727,1
7728,0
7729,1
7730,1
7731,0
7732,0
7733,1
7734,0
7735,1
7736,1
7737,0
7738,0
7739,0
7740,1
7741,0
7742,0
7743,1
7744,0
7745,0
7746,1
7747,1
7748,1
7749,1
7750,1
7751,0
7752,0
7753,1
7754,0
7755,0
7756,1
7757,1
7758,0
7759,1
7760,0
7761,1
7762,1
7763,0
7764,0
7765,1
7766,1
7767,0
7768,1
7769,0
7770,1
7771,0
7772,0
7773,0
7774,0
7775,1
7776,1
7777,0
7778,0
7779,0
7780,1
7781,1
7782,1
7783,0
7784,1
7785,0
7786,0
7787,1
7788,0
7789,1
7790,0
7791,1
7792,1
7793,0
7794,0
7795,1
7796,0
7797,1
7798,1
7799,0
7800,0
7801,1
7802,1
7803,0
7804,0
7805,0
7806,1
7807,1
7808,0
7809,0
7810,1
7811,0
7812,0
7813,0
7814,1
7815,1
7816,1
7817,0
7818,1
7819,1
7820,0
7821,0
7822,0
7823,1
7824,0
7825,1
7826,1
7827,1
7828,1
7829,1
7830,1
7831,1
7832,0
7833,1
7834,1
7835,1
7836,0
7837,0
7838,0
7839,0
7840,0
7841,1
7842,1
7843,1
7844,1
7845,0
7846,1
7847,1
7848,0
7849,0
7850,0
7851,0
7852,1
7853,1
7854,1
7855,1
7856,1
7857,0
7858,1
7859,0
7860,0
7861,0
7862,1
7863,1
7864,0
7865,1
7866,0
7867,0
7868,0
7869,0
7870,1
7871,1
7872,0
7873,0
7874,0
7875,0
7876,0
7877,0
7878,1
7879,0
7880,0
7881,0
7882,0
7883,0
7884,1
7885,0
7886,0
7887,0
7888,0
7889,0
7890,0
7891,1
7892,0
7893,0
7894,1
7895,0
7896,0
7897,1
7898,0
7899,0
7900,0
7901,0
7902,1
7903,1
7904,1
7905,0
7906,1
7907,0
7908,1
7909,1
7910,1
7911,0
7912,0
7913,1
7914,1
7915,0
7916,0
7917,1
7918,0
7919,0
7920,1
7921,1
7922,0
7923,1
7924,1
7925,1
7926,0
7927,0
7928,1
7929,1
7930,1
7931,0
7932,1
7933,1
7934,1
7935,1
7936,1
7937,1
7938,1
7939,1
7940,1
7941,0
7942,0
7943,1
7944,0
7945,0
7946,1
7947,1
7948,0
7949,1
7950,0
7951,0
7952,0
7953,0
7954,0
7955,1
7956,1
7957,0
7958,0
7959,0
7960,1
7961,1
7962,0
7963,0
7964,0
7965,0
7966,1
7967,1
7968,0
7969,0
7970,0
7971,1
7972,1
7973,0
7974,0
7975,0
7976,0
7977,0
7978,1
7979,1
7980,0
7981,0
7982,0
7983,1
7984,1
7985,0
7986,0
7987,1
7988,1
7989,1
7990,1
7991,1
7992,1
7993,0
7994,1
7995,1
7996,1
7997,0
7998,0
7999,1
8000,0
8001,1
8002,1
8003,1
8004,1
8005,0
8006,1
8007,1
8008,1
8009,0
8010,0
8011,0
8012,0
8013,0
8014,0
8015,1
8016,0
8017,1
8018,1
8019,0
8020,0
8021,1
8022,1
8023,1
8024,0
8025,0
8026,1
8027,1
8028,0
8029,0
8030,1
8031,0
8032,1
8033,1
8034,1
8035,1
8036,0
8037,0
8038,1
8039,0
8040,1
8041,0
8042,0
8043,0
8044,1
8045,1
8046,0
8047,0
8048,0
8049,0
8050,0
8051,1
8052,0
8053,1
8054,0
8055,1
8056,0
8057,0
8058,0
8059,0
8060,1
8061,0
8062,0
8063,0
8064,0
8065,0
8066,1
8067,0
8068,1
8069,0
8070,0
8071,0
8072,1
8073,0
8074,1
8075,1
8076,0
8077,1
8078,1
8079,1
8080,0
8081,1
8082,0
8083,0
8084,1
8085,1
8086,0
8087,1
8088,1
8089,0
8090,0
8091,1
8092,1
8093,0
8094,0
8095,1
8096,0
8097,0
8098,0
8099,0
8100,1
8101,1
8102,0
8103,0
8104,1
8105,0
8106,1
8107,1
8108,1
8109,1
8110,0
8111,1
8112,0
8113,1
8114,0
8115,0
8116,0
8117,0
8118,0
8119,1
8120,1
8121,1
8122,1
8123,0
8124,1
8125,0
8126,1
8127,1
8128,1
8129,1
8130,1
8131,1
8132,0
8133,1
8134,1
8135,1
8136,0
8137,0
8138,0
8139,1
8140,1
8141,1
8142,0
8143,0
8144,1
8145,0
8146,0
8147,0
8148,1
8149,0
8150,1
8151,0
8152,1
8153,0
8154,0
8155,1
8156,1
8157,0
8158,0
8159,0
8160,0
8161,0
8162,1
8163,1
8164,0
8165,1
8166,0
8167,0
8168,0
8169,1
8170,1
8171,0
8172,0
8173,1
8174,1
8175,0
8176,0
8177,0
8178,0
8179,0
8180,1
8181,1
8182,1
8183,0
8184,1
8185,0
8186,1
8187,1
8188,0
8189,0
8190,0
8191,0
8192,0
8193,1
8194,1
8195,0
8196,0
8197,0
8198,0
8199,1
8200,0
8201,1
8202,1
8203,0
8204,1
8205,1
8206,0
8207,0
8208,1
8209,0
8210,0
8211,1
8212,1
8213,1
8214,0
8215,0
8216,1
8217,0
8218,1
8219,0
8220,0
8221,1
8222,1
8223,1
8224,1
8225,0
8226,0
8227,1
8228,0
8229,1
8230,1
8231,0
8232,1
8233,0
8234,0
8235,0
8236,1
8237,0
8238,1
8239,1
8240,1
8241,0
8242,1
8243,0
8244,0
8245,1
8246,0
8247,1
8248,1
8249,1
8250,0
8251,1
8252,0
8253,0
8254,0
8255,1
8256,1
8257,0
8258,1
8259,0
8260,1
8261,1
8262,1
8263,1
8264,0
8265,1
8266,0
8267,1
8268,1
8269,0
8270,1
8271,1
8272,0
8273,0
8274,0
8275,0
8276,1
8277,1
8278,0
8279,0
8280,0
8281,0
8282,0
8283,0
8284,1
8285,0
8286,0
8287,1
8288,0
8289,0
8290,1
8291,1
8292,0
8293,0
8294,0
8295,1
8296,1
8297,0
8298,0
8299,1
8300,1
8301,1
8302,0
8303,0
8304,0
8305,0
8306,1
8307,0
8308,0
8309,0
8310,0
8311,0
8312,0
8313,0
8314,1
8315,0
8316,0
8317,0
8318,1
8319,1
8320,0
8321,1
8322,1
8323,1
8324,0
8325,1
8326,0
8327,0
8328,0
8329,1
8330,0
8331,1
8332,1
8333,0
8334,1
8335,0
8336,1
8337,0
8338,1
8339,1
8340,1
8341,1
8342,1
8343,0
8344,0
8345,1
8346,1
8347,0
8348,0
8349,0
8350,1
8351,1
8352,1
8353,1
8354,0
8355,1
8356,0
8357,1
8358,1
8359,0
8360,0
8361,0
8362,1
8363,0
8364,1
8365,0
8366,1
8367,1
8368,0
8369,0
8370,1
8371,1
8372,1
8373,0
8374,1
8375,0
8376,0
8377,1
8378,1
8379,1
8380,1
8381,0
8382,1
8383,0
8384,0
8385,0
8386,1
8387,0
8388,1
8389,0
8390,1
8391,1
8392,1
8393,1
8394,0
8395,1
8396,0
8397,1
8398,0
8399,0
8400,0
8401,0
8402,0
8403,1
8404,1
8405,1
8406,0
8407,0
8408,0
8409,0
8410,1
8411,1
8412,0
8413,0
8414,1
8415,0
8416,0
8417,1
8418,0
8419,0
8420,0
8421,0
8422,0
8423,0
8424,0
8425,1
8426,0
8427,0
8428,1
8429,1
8430,0
8431,1
8432,1
8433,1
8434,0
8435,0
8436,0
8437,1
8438,0
8439,0
8440,1
8441,0
8442,0
8443,0
8444,0
8445,0
8446,0
8447,0
8448,0
8449,0
8450,0
8451,0
8452,1
8453,0
8454,0
8455,1
8456,1
8457,1
8458,0
8459,1
8460,0
8461,1
8462,1
8463,1
8464,0
8465,0
8466,0
8467,0
8468,0
8469,1
8470,0
8471,0
8472,1
8473,0
8474,1
8475,0
8476,1
8477,1
8478,1
8479,1
8480,1
8481,0
8482,1
8483,1
8484,0
8485,0
8486,0
8487,1
8488,1
8489,1
8490,1
8491,0
8492,0
8493,1
8494,1
8495,0
8496,0
8497,1
8498,0
8499,1
8500,1
8501,0
8502,1
8503,1
8504,1
8505,0
8506,1
8507,1
8508,1
8509,1
8510,1
8511,1
8512,0
8513,1
8514,1
8515,1
8516,1
8517,0
8518,0
8519,0
8520,0
8521,0
8522,0
8523,1
8524,0
8525,0
8526,1
8527,0
8528,0
8529,1
8530,1
8531,1
8532,1
8533,0
8534,0
8535,0
8536,1
8537,1
8538,0
8539,1
8540,1
8541,0
8542,0
8543,1
8544,0
8545,1
8546,0
8547,0
8548,1
8549,0
8550,1
8551,0
8552,1
8553,1
8554,0
8555,1
8556,0
8557,1
8558,1
8559,1
8560,0
8561,0
8562,0
8563,1
8564,1
8565,0
8566,0
8567,1
8568,1
8569,0
8570,1
8571,0
8572,1
8573,0
8574,0
8575,0
8576,0
8577,0
8578,0
8579,0
8580,1
8581,1
8582,0
8583,1
8584,0
8585,0
8586,0
8587,0
8588,1
8589,1
8590,1
8591,0
8592,0
8593,1
8594,1
8595,0
8596,1
8597,1
8598,1
8599,0
8600,1
8601,0
8602,0
8603,0
8604,0
8605,0
8606,0
8607,0
8608,1
8609,0
8610,0
8611,0
8612,1
8613,1
8614,1
8615,1
8616,0
8617,1
8618,0
8619,0
8620,1
8621,0
8622,0
8623,1
8624,0
8625,1
8626,0
8627,1
8628,1
8629,1
8630,0
8631,0
8632,1
8633,1
8634,0
8635,0
8636,1
8637,0
8638,0
8639,0
8640,0
8641,1
8642,0
8643,1
8644,1
8645,0
8646,0
8647,1
8648,0
8649,1
8650,0
8651,1
8652,1
8653,0
8654,0
8655,0
8656,0
8657,1
8658,1
8659,1
8660,0
8661,1
8662,0
8663,0
8664,1
8665,1
8666,1
8667,1
8668,0
8669,1
8670,1
8671,1
8672,0
8673,1
8674,0
8675,1
8676,1
8677,0
8678,0
8679,1
8680,0
8681,0
8682,0
8683,1
8684,0
8685,1
8686,0
8687,0
8688,0
8689,0
8690,0
8691,0
8692,1
8693,0
8694,1
8695,1
8696,0
8697,1
8698,0
8699,1
8700,0
8701,0
8702,0
8703,1
8704,0
8705,1
8706,0
8707,0
8708,1
8709,1
8710,1
8711,1
8712,0
8713,0
8714,1
8715,0
8716,0
8717,0
8718,0
8719,1
8720,1
8721,0
8722,0
8723,1
8724,1
8725,1
8726,0
8727,1
8728,1
8729,1
8730,1
8731,1
8732,0
8733,1
8734,1
8735,0
8736,1
8737,0
8738,0
8739,1
8740,0
8741,1
8742,0
8743,0
8744,0
8745,0
8746,1
8747,0
8748,0
8749,0
8750,0
8751,0
8752,0
8753,0
8754,1
8755,0
8756,1
8757,1
8758,0
8759,0
8760,0
8761,0
8762,0
8763,1
8764,0
8765,0
8766,0
8767,0
8768,0
8769,1
8770,1
8771,1
8772,1
8773,1
8774,1
8775,0
8776,0
8777,0
8778,0
8779,0
8780,1
8781,1
8782,1
8783,1
8784,0
8785,1
8786,0
8787,0
8788,1
8789,0
8790,1
8791,1
8792,0
8793,0
8794,0
8795,0
8796,1
8797,1
8798,1
8799,1
8800,0
8801,0
8802,0
8803,0
8804,1
8805,1
8806,1
8807,1
8808,0
8809,0
8810,1
8811,1
8812,0
8813,0
8814,0
8815,1
8816,1
8817,0
8818,0
8819,1
8820,0
8821,1
8822,1
8823,1
8824,1
8825,1
8826,1
8827,1
8828,0
8829,1
8830,1
8831,0
8832,1
8833,1
8834,0
8835,0
8836,0
8837,1
8838,0
8839,0
8840,1
8841,0
8842,0
8843,0
8844,1
8845,1
8846,0
8847,1
8848,1
8849,1
8850,0
8851,0
8852,0
8853,0
8854,1
8855,0
8856,1
8857,1
8858,1
8859,0
8860,1
8861,0
8862,1
8863,1
8864,1
8865,1
8866,1
8867,0
8868,1
8869,0
8870,1
8871,0
8872,1
8873,1
8874,0
8875,0
8876,0
8877,1
8878,0
8879,0
8880,0
8881,1
8882,0
8883,0
8884,0
8885,1
8886,0
8887,0
8888,0
8889,1
8890,0
8891,1
8892,1
8893,0
8894,1
8895,0
8896,0
8897,1
8898,0
8899,0
8900,0
8901,1
8902,1
8903,1
8904,1
8905,1
8906,0
8907,1
8908,1
8909,0
8910,0
8911,0
8912,1
8913,1
8914,1
8915,0
8916,1
8917,1
8918,1
8919,0
8920,1
8921,0
8922,0
8923,0
8924,0
8925,1
8926,0
8927,1
8928,0
8929,1
8930,0
8931,0
8932,1
8933,0
8934,1
8935,0
8936,0
8937,0
8938,0
8939,0
8940,1
8941,0
8942,0
8943,1
8944,0
8945,1
8946,1
8947,0
8948,1
8949,0
8950,0
8951,1
8952,0
8953,1
8954,1
8955,0
8956,1
8957,1
8958,0
8959,0
8960,0
8961,1
8962,1
8963,1
8964,1
8965,1
8966,1
8967,1
8968,1
8969,1
8970,1
8971,1
8972,0
8973,1
8974,0
8975,1
8976,1
8977,0
8978,1
8979,0
8980,1
8981,0
8982,1
8983,1
8984,0
8985,0
8986,0
8987,1
8988,0
8989,0
8990,1
8991,0
8992,0
8993,1
8994,1
8995,1
8996,1
8997,1
8998,0
8999,0
9000,1
9001,0
9002,0
9003,1
9004,1
9005,0
9006,0
9007,1
9008,1
9009,0
9010,1
9011,0
9012,0
9013,0
9014,1
9015,0
9016,1
9017,1
9018,0
9019,0
9020,1
9021,1
9022,0
9023,0
9024,0
9025,1
9026,1
9027,1
9028,1
9029,1
9030,1
9031,0
9032,0
9033,0
9034,0
9035,0
9036,0
9037,1
9038,0
9039,1
9040,0
9041,0
9042,0
9043,1
9044,0
9045,1
9046,0
9047,0
9048,0
9049,1
9050,0
9051,1
9052,1
9053,1
9054,0
9055,1
9056,1
9057,1
9058,0
9059,1
9060,0
9061,0
9062,0
9063,1
9064,0
9065,1
9066,1
9067,1
9068,1
9069,0
9070,0
9071,1
9072,0
9073,0
9074,0
9075,0
9076,1
9077,0
9078,0
9079,1
9080,0
9081,0
9082,1
9083,0
9084,0
9085,0
9086,0
9087,0
9088,1
9089,1
9090,0
9091,0
9092,0
9093,1
9094,1
9095,0
9096,1
9097,1
9098,1
9099,1
9100,0
9101,1
9102,0
9103,0
9104,1
9105,0
9106,1
9107,1
9108,0
9109,0
9110,0
9111,1
9112,0
9113,0
9114,0
9115,1
9116,1
9117,0
9118,0
9119,0
9120,0
9121,1
9122,0
9123,0
9124,1
9125,0
9126,1
9127,0
9128,1
9129,1
9130,0
9131,1
9132,0
9133,0
9134,1
9135,0
9136,0
9137,1
9138,1
9139,1
9140,0
9141,1
9142,0
9143,0
9144,0
9145,1
9146,0
9147,1
9148,1
9149,0
9150,1
9151,0
9152,0
9153,0
9154,1
9155,1
9156,1
9157,0
9158,0
9159,1
9160,0
9161,0
9162,0
9163,1
9164,1
9165,0
9166,1
9167,0
9168,0
9169,1
9170,1
9171,1
9172,1
9173,0
9174,1
9175,1
9176,0
9177,0
9178,0
9179,1
9180,1
9181,1
9182,0
9183,0
9184,1
9185,0
9186,0
9187,0
9188,1
9189,0
9190,0
9191,0
9192,1
9193,1
9194,0
9195,1
9196,1
9197,0
9198,0
9199,1
9200,0
9201,1
9202,1
9203,1
9204,1
9205,1
9206,1
9207,1
9208,0
9209,0
9210,0
9211,0
9212,0
9213,1
9214,0
9215,0
9216,1
9217,0
9218,0
9219,1
9220,0
9221,1
9222,1
9223,1
9224,0
9225,1
9226,1
9227,0
9228,1
9229,1
9230,1
9231,0
9232,0
9233,0
9234,1
9235,0
9236,1
9237,1
9238,1
9239,0
9240,0
9241,0
9242,0
9243,0
9244,1
9245,0
9246,0
9247,1
9248,0
9249,1
9250,0
9251,0
9252,0
9253,0
9254,0
9255,1
9256,0
9257,0
9258,0
9259,1
9260,0
9261,0
9262,1
9263,0
9264,1
9265,0
9266,0
9267,1
9268,0
9269,1
9270,1
9271,0
9272,0
9273,0
9274,1
9275,0
9276,1
9277,0
9278,0
9279,0
9280,0
9281,1
9282,0
9283,1
9284,1
9285,0
9286,0
9287,1
9288,1
9289,0
9290,0
9291,1
9292,0
9293,0
9294,0
9295,1
9296,1
9297,0
9298,0
9299,1
9300,0
9301,0
9302,0
9303,1
9304,1
9305,0
9306,1
9307,1
9308,1
9309,0
9310,1
9311,0
9312,0
9313,1
9314,0
9315,1
9316,0
9317,1
9318,1
9319,0
9320,1
9321,1
9322,1
9323,0
9324,0
9325,0
9326,1
9327,1
9328,0
9329,0
9330,1
9331,0
9332,0
9333,1
9334,0
9335,1
9336,0
9337,1
9338,0
9339,1
9340,0
9341,1
9342,0
9343,0
9344,0
9345,1
9346,1
9347,1
9348,0
9349,0
9350,0
9351,1
9352,0
9353,0
9354,0
9355,1
9356,1
9357,1
9358,1
9359,0
9360,1
9361,1
9362,1
9363,1
9364,0
9365,1
9366,0
9367,0
9368,0
9369,0
9370,1
9371,0
9372,1
9373,1
9374,0
9375,0
9376,0
9377,1
9378,0
9379,0
9380,1
9381,1
9382,1
9383,1
9384,1
9385,0
9386,1
9387,0
9388,0
9389,1
9390,0
9391,0
9392,1
9393,1
9394,1
9395,1
9396,0
9397,0
9398,0
9399,0
9400,1
9401,1
9402,1
9403,1
9404,1
9405,0
9406,1
9407,0
9408,0
9409,1
9410,1
9411,0
9412,0
9413,0
9414,1
9415,0
9416,1
9417,1
9418,1
9419,1
9420,0
9421,1
9422,1
9423,1
9424,0
9425,0
9426,1
9427,0
9428,1
9429,0
9430,1
9431,1
9432,0
9433,1
9434,0
9435,1
9436,0
9437,0
9438,0
9439,1
9440,0
9441,1
9442,1
9443,1
9444,1
9445,0
9446,1
9447,0
9448,1
9449,1
9450,0
9451,0
9452,0
9453,0
9454,1
9455,0
9456,0
9457,1
9458,0
9459,0
9460,1
9461,0
9462,0
9463,1
9464,1
9465,0
9466,1
9467,1
9468,0
9469,1
9470,1
9471,0
9472,1
9473,0
9474,0
9475,1
9476,0
9477,1
9478,1
9479,0
9480,1
9481,0
9482,0
9483,1
9484,1
9485,1
9486,0
9487,1
9488,1
9489,1
9490,1
9491,0
9492,1
9493,0
9494,1
9495,0
9496,1
9497,1
9498,1
9499,1
9500,1
9501,0
9502,0
9503,0
9504,0
9505,1
9506,0
9507,0
9508,0
9509,0
9510,0
9511,1
9512,0
9513,0
9514,1
9515,1
9516,0
9517,0
9518,1
9519,0
9520,0
9521,1
9522,1
9523,0
9524,0
9525,1
9526,1
9527,0
9528,0
9529,1
9530,1
9531,0
9532,1
9533,0
9534,1
9535,1
9536,0
9537,1
9538,1
9539,1
9540,1
9541,1
9542,1
9543,1
9544,0
9545,1
9546,0
9547,0
9548,1
9549,0
9550,0
9551,0
9552,0
9553,0
9554,0
9555,1
9556,0
9557,0
9558,1
9559,0
9560,0
9561,1
9562,0
9563,0
9564,0
9565,1
9566,0
9567,0
9568,0
9569,0
9570,1
9571,0
9572,1
9573,0
9574,1
9575,0
9576,0
9577,1
9578,1
9579,1
9580,0
9581,1
9582,1
9583,0
9584,1
9585,0
9586,0
9587,0
9588,0
9589,1
9590,1
9591,1
9592,1
9593,0
9594,0
9595,1
9596,1
9597,1
9598,1
9599,0
9600,1
9601,1
9602,0
9603,1
9604,1
9605,0
9606,1
9607,0
9608,0
9609,0
9610,0
9611,0
9612,0
9613,1
9614,1
9615,0
9616,0
9617,0
9618,0
9619,0
9620,1
9621,0
9622,0
9623,0
9624,0
9625,1
9626,0
9627,1
9628,0
9629,0
9630,0
9631,1
9632,0
9633,1
9634,1
9635,1
9636,0
9637,0
9638,0
9639,0
9640,1
9641,1
9642,0
9643,0
9644,0
9645,0
9646,0
9647,0
9648,0
9649,1
9650,0
9651,0
9652,0
9653,1
9654,0
9655,1
9656,1
9657,0
9658,0
9659,1
9660,0
9661,1
9662,0
9663,1
9664,0
9665,0
9666,1
9667,0
9668,1
9669,1
9670,1
9671,0
9672,0
9673,1
9674,1
9675,1
9676,0
9677,0
9678,1
9679,0
9680,1
9681,0
9682,1
9683,1
9684,1
9685,0
9686,0
9687,1
9688,0
9689,1
9690,0
9691,0
9692,1
9693,1
9694,0
9695,0
9696,1
9697,1
9698,0
9699,1
9700,0
9701,1
9702,0
9703,0
9704,0
9705,0
9706,1
9707,1
9708,0
9709,0
9710,1
9711,0
9712,1
9713,1
9714,1
9715,1
9716,1
9717,0
9718,0
9719,1
9720,1
9721,1
9722,1
9723,1
9724,1
9725,0
9726,0
9727,0
9728,1
9729,1
9730,1
9731,1
9732,0
9733,1
9734,0
9735,0
9736,0
9737,0
9738,1
9739,1
9740,0
9741,1
9742,0
9743,1
9744,0
9745,0
9746,0
9747,1
9748,0
9749,0
9750,1
9751,0
9752,1
9753,0
9754,0
9755,0
9756,1
9757,0
9758,0
9759,0
9760,0
9761,0
9762,1
9763,1
9764,1
9765,1
9766,0
9767,1
9768,0
9769,1
9770,1
9771,1
9772,1
9773,0
9774,1
9775,0
9776,1
9777,0
9778,0
9779,0
9780,1
9781,1
9782,0
9783,0
9784,1
9785,1
9786,0
9787,1
9788,1
9789,0
9790,0
9791,0
9792,0
9793,0
9794,1
9795,0
9796,0
9797,0
9798,0
9799,0
9800,0
9801,0
9802,0
9803,1
9804,0
9805,1
9806,0
9807,1
9808,0
9809,1
9810,1
9811,1
9812,1
9813,1
9814,0
9815,0
9816,0
9817,1
9818,0
9819,1
9820,0
9821,0
9822,0
9823,0
9824,0
9825,0
9826,0
9827,1
9828,1
9829,1
9830,0
9831,1
9832,0
9833,1
9834,0
9835,1
9836,0
9837,0
9838,0
9839,1
9840,0
9841,0
9842,1
9843,0
9844,1
9845,1
9846,1
9847,0
9848,0
9849,0
9850,1
9851,1
9852,0
9853,1
9854,0
9855,1
9856,0
9857,1
9858,0
9859,1
9860,1
9861,0
9862,0
9863,1
9864,0
9865,1
9866,0
9867,1
9868,0
9869,0
9870,1
9871,1
9872,1
9873,1
9874,0
9875,1
9876,1
9877,0
9878,1
9879,1
9880,1
9881,1
9882,0
9883,1
9884,0
9885,1
9886,0
9887,0
9888,1
9889,0
9890,1
9891,1
9892,0
9893,0
9894,0
9895,0
9896,0
9897,1
9898,1
9899,0
9900,0
9901,0
9902,1
9903,0
9904,1
9905,1
9906,0
9907,1
9908,1
9909,0
9910,0
9911,1
9912,1
9913,1
9914,0
9915,0
9916,0
9917,0
9918,1
9919,1
9920,0
9921,0
9922,1
9923,0
9924,0
9925,1
9926,0
9927,0
9928,1
9929,1
9930,0
9931,0
9932,0
9933,0
9934,0
9935,0
9936,0
9937,1
9938,1
9939,0
9940,1
9941,1
9942,0
9943,0
9944,0
9945,0
9946,0
9947,1
9948,1
9949,1
9950,0
9951,0
9952,0
9953,0
9954,0
9955,1
9956,0
9957,0
9958,0
9959,1
9960,0
9961,0
9962,1
9963,1
9964,0
9965,1
9966,0
9967,0
9968,0
9969,0
9970,0
9971,0
9972,0
9973,0
9974,1
9975,0
9976,0
9977,1
9978,0
9979,1
9980,1
9981,0
9982,0
9983,0
9984,0
9985,1
9986,1
9987,1
9988,1
9989,0
9990,0
9991,1
9992,0
9993,1
9994,1
9995,0
9996,1
9997,0
9998,1
9999,1
10000,0
10001,1
10002,0
10003,0
10004,0
10005,0
10006,0
10007,1
10008,0
10009,1
10010,0
10011,1
10012,1
10013,1
10014,1
10015,1
10016,0
10017,1
10018,1
10019,1
10020,0
10021,1
10022,1
10023,1
10024,0
10025,0
10026,0
10027,1
10028,1
10029,1
10030,1
10031,1
10032,0
10033,1
10034,0
10035,0
10036,1
10037,0
10038,1
10039,1
10040,1
10041,0
10042,0
10043,1
10044,0
10045,0
10046,0
10047,0
10048,0
10049,1
10050,1
10051,1
10052,0
10053,0
10054,0
10055,0
10056,0
10057,1
10058,1
10059,0
10060,0
10061,1
10062,0
10063,0
10064,1
10065,1
10066,0
10067,0
10068,1
10069,1
10070,0
10071,1
10072,0
10073,1
10074,0
10075,1
10076,1
10077,0
10078,1
10079,0
10080,0
10081,0
10082,0
10083,1
10084,0
10085,0
10086,1
10087,1
10088,0
10089,0
10090,0
10091,0
10092,0
10093,1
10094,0
10095,0
10096,1
10097,1
10098,1
10099,1
10100,0
10101,0
10102,0
10103,1
10104,1
10105,0
10106,0
10107,0
10108,0
10109,0
10110,0
10111,0
10112,0
10113,0
10114,1
10115,0
10116,0
10117,1
10118,0
10119,1
10120,1
10121,1
10122,1
10123,0
10124,0
10125,0
10126,0
10127,0
10128,0
10129,0
10130,0
10131,1
10132,0
10133,0
10134,1
10135,1
10136,1
10137,1
10138,0
10139,1
10140,0
10141,1
10142,1
10143,0
10144,1
10145,1
10146,1
10147,1
10148,0
10149,0
10150,1
10151,0
10152,1
10153,1
10154,0
10155,1
10156,1
10157,0
10158,1
10159,0
10160,1
10161,1
10162,0
10163,0
10164,0
10165,0
10166,1
10167,0
10168,1
10169,0
10170,0
10171,0
10172,1
10173,0
10174,0
10175,1
10176,1
10177,0
10178,0
10179,1
10180,0
10181,0
10182,0
10183,0
10184,1
10185,0
10186,1
10187,1
10188,0
10189,0
10190,1
10191,0
10192,0
10193,1
10194,1
10195,0
10196,1
10197,0
10198,1
10199,1
10200,1
10201,0
10202,1
10203,0
10204,0
10205,1
10206,0
10207,0
10208,0
10209,0
10210,1
10211,0
10212,1
10213,1
10214,0
10215,0
10216,1
10217,0
10218,1
10219,0
10220,0
10221,1
10222,1
10223,1
10224,0
10225,1
10226,0
10227,0
10228,1
10229,0
10230,0
10231,0
10232,1
10233,0
10234,0
10235,0
10236,0
10237,1
10238,1
10239,1
10240,0
10241,1
10242,1
10243,1
10244,1
10245,0
10246,1
10247,0
10248,0
10249,1
10250,0
10251,1
10252,0
10253,0
10254,1
10255,0
10256,1
10257,1
10258,0
10259,0
10260,1
10261,0
10262,0
10263,0
10264,0
10265,1
10266,1
10267,0
10268,0
10269,1
10270,1
10271,1
10272,0
10273,0
10274,0
10275,1
10276,0
10277,0
10278,0
10279,1
10280,0
10281,0
10282,0
10283,0
10284,0
10285,1
10286,0
10287,0
10288,1
10289,0
10290,0
10291,1
10292,1
10293,1
10294,1
10295,1
10296,1
10297,0
10298,0
10299,0
10300,0
10301,1
10302,0
10303,0
10304,0
10305,1
10306,0
10307,0
10308,0
10309,1
10310,0
10311,0
10312,1
10313,1
10314,1
10315,1
10316,1
10317,1
10318,0
10319,1
10320,0
10321,0
10322,1
10323,1
10324,1
10325,0
10326,1
10327,0
10328,1
10329,1
10330,0
10331,0
10332,1
10333,0
10334,0
10335,0
10336,1
10337,0
10338,0
10339,0
10340,0
10341,0
10342,0
10343,1
10344,1
10345,1
10346,1
10347,1
10348,0
10349,0
10350,0
10351,0
10352,1
10353,1
10354,1
10355,1
10356,1
10357,0
10358,0
10359,1
10360,0
10361,0
10362,1
10363,0
10364,1
10365,0
10366,1
10367,0
10368,0
10369,1
10370,1
10371,1
10372,1
10373,0
10374,0
10375,0
10376,0
10377,0
10378,1
10379,0
10380,1
10381,1
10382,1
10383,0
10384,1
10385,0
10386,1
10387,1
10388,1
10389,0
10390,1
10391,1
10392,0
10393,1
10394,1
10395,0
10396,0
10397,0
10398,1
10399,0
10400,1
10401,0
10402,0
10403,0
10404,1
10405,0
10406,1
10407,1
10408,0
10409,0
10410,0
10411,1
10412,0
10413,1
10414,1
10415,1
10416,1
10417,0
10418,0
10419,0
10420,1
10421,1
10422,0
10423,1
10424,0
10425,0
10426,0
10427,1
10428,1
10429,0
10430,0
10431,0
10432,0
10433,0
10434,0
10435,0
10436,0
10437,0
10438,0
10439,1
10440,1
10441,0
10442,1
10443,0
10444,1
10445,0
10446,0
10447,1
10448,1
10449,1
10450,0
10451,0
10452,1
10453,1
10454,1
10455,0
10456,1
10457,1
10458,1
10459,0
10460,0
10461,1
10462,1
10463,1
10464,1
10465,1
10466,1
10467,0
10468,1
10469,0
10470,1
10471,0
10472,1
10473,0
10474,0
10475,0
10476,1
10477,0
10478,0
10479,1
10480,1
10481,1
10482,1
10483,1
